player_6,player_19,player_43,player_6984,player_96
1500.0,1500.0,1500.0,1500.0,1500.0
1500.0,1548.1367943934451,1495.019287047753,1500.0,1500.0
1313.1402496304065,1609.8569529166632,1487.0249037083374,1500.0,1500.0
1302.0681142064727,1690.5056401780246,1487.0249037083374,1500.0,1500.0
1244.7021175105306,1671.3759969124592,1489.4931949789618,1500.0,1500.0
1145.2221907675398,1674.2844167990665,1487.4521404683114,1500.0,1500.0
1143.8622488446406,1688.09972646877,1493.1982744574225,1500.0,1490.3263242835467
1143.8622488446406,1687.3638909993674,1493.1982744574225,1500.0,1490.3263242835467
1143.421106291506,1681.0680181420455,1493.1982744574225,1500.0,1490.3263242835467
1142.4252669744099,1667.784082350883,1493.1982744574225,1500.0,1490.3263242835467
1142.043660956964,1671.231461111468,1494.7324501851333,1500.0,1490.3263242835467
1142.043660956964,1671.231461111468,1494.7324501851333,1500.0,1490.3263242835467
1142.043660956964,1671.231461111468,1490.7164089570365,1500.0,1490.3263242835467
1142.043660956964,1671.231461111468,1486.8728487496094,1500.0,1490.3263242835467
1142.043660956964,1665.9179488507114,1486.8728487496094,1500.0,1490.3263242835467
1142.043660956964,1652.7969163851426,1486.8728487496094,1500.0,1490.3263242835467
1142.043660956964,1652.7969163851426,1486.8728487496094,1500.0,1490.3263242835467
1142.043660956964,1648.9213802765842,1486.8728487496094,1500.0,1490.3263242835467
1142.043660956964,1644.794005944338,1483.2188752728405,1500.0,1490.3263242835467
1142.043660956964,1644.5632115339295,1483.2188752728405,1500.0,1490.3263242835467
1142.043660956964,1644.5632115339295,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1641.7907126810485,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1641.7907126810485,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1641.7907126810485,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1635.729895336017,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1635.729895336017,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1635.729895336017,1483.2188752728405,1500.0,1490.3263242835467
1141.80536019047,1635.729895336017,1480.8325528193875,1500.0,1490.3263242835467
1141.80536019047,1635.729895336017,1486.8412833983707,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1486.8412833983707,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1486.8412833983707,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1486.8412833983707,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1632.9618130440722,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1628.5586322200095,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1628.5586322200095,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1621.4234009752554,1482.0086088385626,1500.0,1490.3263242835467
1141.80536019047,1621.4234009752554,1487.3493820516296,1500.0,1490.3263242835467
1208.5742263023656,1621.4234009752554,1487.3493820516296,1500.0,1490.3263242835467
1275.4381035005154,1615.663939750149,1487.3493820516296,1500.0,1490.3263242835467
